Video Id,Publish Date,Channel Id,Video Title,Video Description,Channel Title,Video Tags,Default Audio Language,Video Views,Video Likes,Favorite Count,Comment Count,Channel Country,Query,Caption Saved
zjLcCRtS-Vc,2018-06-15T16:00:05Z,UCgFP46yVT-GG4o1TgXn-04Q,OMG! Live Leech Removed from Man’s Nose in China,"All of this week's most extraordinary and disgusting from China.

Contribute! Join the China Uncensored 50-Cent Army!
https://www.patreon.com/ChinaUncensored

Subscribe for more episodes!
https://www.youtube.com/NTDChinaUncensored

Make sure to share with your friends!
______________________________",China Uncensored,"['china', 'china uncensored', 'ntdchinauncensored', 'chris chappell', 'north korea', 'singapore summit', 'trump', 'leech', 'nose', 'gross', 'fish', 'philippines', 'south china sea', 'zte', 'dprk']",en,32077,1504,0,296,US,Foreigner living in the Philippines,Yes
7ngJLi9cgYs,2021-03-31T17:53:30Z,UCgFP46yVT-GG4o1TgXn-04Q,China vs. Philippines | Dangerous Dispute in South China Sea,"China's maritime militia has occupied Whitsun Reef in the on going South China Sea dispute. And it raises the grim specter of how the Biden China policy might continue failed US China relations from the Obama Administration, resulting in the loss of the Scarborough Shoal and the smearing of US reputation in the Indo Pacific. 

YouTube demonetizes our channels! We need your support!!
https://www.patreon.com/ChinaUncensored

We also accept bitcoin!
http://www.chinauncensored.tv/bitcoin/

Make sure to share this video with your friends!
______________________________
Subscribe for updates:
https://www.youtube.com/ChinaUncensored?sub_confirmation=1

______________________________
Twitter: https://twitter.com/ChinaUncensored
Facebook: http://www.facebook.com/ChinaUncensored
Instagram: http://instagram.com/ChinaUncensored

or check out the China Unscripted Podcast!
https://youtube.com/chinaunscripted
______________________________
© All Rights Reserved.

#china",China Uncensored,"['china', 'china uncensored', 'chris chappell', 'politics', 'ccp', 'xi jinping', 'economy', 'us', 'trade', 'philippines', 'south china sea', 'china philippines', 'philippine news', 'west philippine sea', 'south china sea dispute', 'china vs philippines', 'philippines china', 'south china sea conflict', 'whitsun reef', 'china news', 'china maritime militia', 'us china', 'china military', 'maritime militia', 'south china sea war', 'communist party of china', 'joe biden china', 'china us', 'biden china', 'us china relations']",en,399955,22495,0,4101,US,Trying Philippines,Yes
MoWue2YAvJE,2021-05-07T14:51:19Z,UCgFP46yVT-GG4o1TgXn-04Q,Philippines FM Curses Out China “GET THE $#&! OUT!” | EU-China Deal Dead?,"Philippine President Rodrigo Duterte is a fan of cursing. And China's encroachment on the South China Sea, or the West Philippine Sea, is causing some issues with the Philippines. And a major EU China investment deal may be in trouble. That and more on this week's China news headlines.

YouTube demonetizes our channels! We need your support!!
https://www.patreon.com/ChinaUncensored

We also accept bitcoin!
http://www.chinauncensored.tv/bitcoin/

Make sure to share this video with your friends!
______________________________
Subscribe for updates:
https://www.youtube.com/ChinaUncensored?sub_confirmation=1

______________________________
Twitter: https://twitter.com/ChinaUncensored
Facebook: http://www.facebook.com/ChinaUncensored
Instagram: http://instagram.com/ChinaUncensored

or check out the China Unscripted Podcast!
https://youtube.com/chinaunscripted
______________________________
© All Rights Reserved.",China Uncensored,"['china', 'china uncensored', 'philippines', 'south china sea', 'china philippines', 'philippine news', 'west philippine sea', 'south china sea dispute', 'china vs philippines', 'philippines china', 'south china sea conflict', 'whitsun reef', 'china news', 'china maritime militia', 'us china', 'china military', 'maritime militia', 'south china sea war', 'joe biden china', 'china us', 'biden china', 'us china relations', 'south china sea news', 'duterte', 'rodrigo duterte', 'president duterte', 'eu china deal', 'eu china']",en,468313,30525,0,4776,US,Trying Philippines,Yes
Ae9RLvFXChQ,2021-07-16T18:40:50Z,UCgFP46yVT-GG4o1TgXn-04Q,China Dumping SEWAGE Near Philippines,"Go to https://surfshark.com/uncensored and use code UNCENSORED to get 83% off a 2-year plan and 3 extra months for free!

China is literally dumping on the Philippines ' territorial claims, and it's created a stink. Not just a figurative one, but literally. China has dumped so much sewage into the ocean that it can be seen from space! 

YouTube demonetizes our channels! We need your support!!
https://www.patreon.com/ChinaUncensored

We also accept bitcoin!
http://www.chinauncensored.tv/bitcoin/

Make sure to share this video with your friends!
______________________________
Subscribe for updates:
https://www.youtube.com/ChinaUncensored?sub_confirmation=1

______________________________
Twitter: https://twitter.com/ChinaUncensored
Facebook: http://www.facebook.com/ChinaUncensored
Instagram: http://instagram.com/ChinaUncensored

or check out the China Unscripted Podcast!
https://youtube.com/chinaunscripted
______________________________
© All Rights Reserved.",China Uncensored,"['china', 'china uncensored', 'chris chappell', 'china uncensorship', 'ccp', 'xi jinping', 'china philippines', 'philippines', 'china news', 'south china sea', 'beijing', 'china vs philippines', 'philippine news', 'south china sea dispute', 'china vs philippines top news', 'south china sea war', 'blinken latest news', 'Spratley islands', 'China spratley islands', 'US hong kong', 'US businesses in hong kong', 'antony blinken', 'cuba protests', 'China cuba protests', 'China cuba', 'Hong Kong businesses', 'china communist party']",en,395628,24234,0,4508,US,Trying Philippines,Yes
401ZvQ11euA,2018-08-08T18:00:35Z,UCgFP46yVT-GG4o1TgXn-04Q,Did China Buy the Philippines With False Investment Promises?,"Has Duterte given China a bargain for the Philippines?

Do you have questions for Chris? Join us on Patreon for an opportunity to have Chris personally answer your most pressing questions in one of our videos and to get other exclusive rewards.
https://www.patreon.com/ChinaUncensored

Check out our latest spin-off, the China Unscripted podcast!

China Unscripted Website: http://www.chinaunscripted.com
YouTube: https://www.youtube.com/ChinaUnscripted
Spotify: https://open.spotify.com/show/57sUZynslmmkV4qMQ6FvqA
iTunes: https://itunes.apple.com/us/podcast/china-unscripted/id1410850500
Stitcher: http://www.stitcher.com/s?fid=210698

Subscribe for more episodes!
https://www.youtube.com/ChinaUncensored

Make sure to share with your friends!
______________________________",China Uncensored,"['china', 'china uncensored', 'ntdchinauncensored', 'chris chappell', 'philippines', 'duterte', 'investment', 'money', 'trade', 'scarborough shoal', 'jetski', 'china news', 'loans', 'debt trap', 'province', 'south china sea']",en,558913,12412,0,4950,US,Visit Philippines,Yes
cENNaC4LkC8,2017-03-01T23:26:34Z,UCoS-mm5bC5eY07AaKntKzgw,Killed in The Philippines: CASE 1,,Human Rights Watch,"['Philippines', 'kill', 'duterte', 'hrw']",en,8152,25,0,7,US,"Foreigner living in the Philippines,Foreigner reacts to Filipinos,Foreigner travels to Philippines",Yes
72FTaFoM3Dk,2017-03-01T23:27:31Z,UCoS-mm5bC5eY07AaKntKzgw,Killed in The Philippines: CASE 2,,Human Rights Watch,[],en,6450,30,0,21,US,"Foreigner living in the Philippines,Foreigner reacts to Filipinos,Foreigner travels to Philippines,Foreigner vlog Philippines,Foreigner vlog Philippines",Yes
SqNw_SMrIQA,2018-03-12T15:34:45Z,UCzuqE7-t13O4NIDYJfakrhw,"Death to Drug Dealers: Trump Threatens to Ramp Up Drug War, Praising Efforts in Philippines & China","https://democracynow.org - President Trump has reiterated his calls for the U.S. to impose the death penalty on drug dealers, praising countries like the Philippines, China and Singapore that apply capital punishment to drug traffickers. During a speech on Saturday, Trump recounted conversations with Chinese and Singaporean leaders who, he said, solved their countries’ drug problems by executing drug traffickers. Trump has also repeatedly expressed admiration for Philippines President Rodrigo Duterte and said he’s done an “unbelievable job on the drug problem.” Last month, the International Criminal Court opened a preliminary investigation into accusations that Duterte had committed crimes against humanity by overseeing the killing of up to 8,000 people in his so-called war on drugs. We speak to Widney Brown, the managing director of policy at the Drug Policy Alliance.

Democracy Now! is an independent global news hour that airs weekdays on nearly 1,400 TV and radio stations Monday through Friday. Watch our livestream 8-9AM ET: https://democracynow.org

Please consider supporting independent media by making a donation to Democracy Now! today: https://democracynow.org/donate

FOLLOW DEMOCRACY NOW! ONLINE:
Facebook: http://facebook.com/democracynow 
Twitter: https://twitter.com/democracynow
YouTube: http://youtube.com/democracynow 
SoundCloud: http://soundcloud.com/democracynow 
Daily Email: https://democracynow.org/subscribe 
Google+: https://plus.google.com/+DemocracyNow
Instagram: http://instagram.com/democracynow
Tumblr: http://democracynow.tumblr.com
Pinterest: http://pinterest.com/democracynow
iTunes: https://itunes.apple.com/podcast/democracy-now!-audio/id73802554 
TuneIn: http://tunein.com/radio/Democracy-Now-p90/
Stitcher Radio: http://www.stitcher.com/podcast/democracy-now",Democracy Now!,"['Democracy Now', 'Amy Goodman', 'DN', 'News', 'Politics', 'democracynow.org', 'Video', 'Independent Media', 'Daily News', 'Breaking News', 'World News', 'Interview', 'Drug Dealers', 'Trump', 'Philippines', 'Drug War', 'China', 'Singapore', 'capital punishment', 'drug traffickers', 'Rodrigo Duterte', 'International Criminal Court', 'crimes against humanity', 'war on drugs', 'Widney Brown', 'Drug Policy Alliance', 'Obama administration', 'African-Americans', 'latinos', 'pharmacists', 'Sackler', 'opioid crisis', 'public health', 'criminalization', 'Portugal']",en,10961,258,0,221,US,"Foreigner reacts to Filipinos,Foreigner speaks Filipino,Foreigner speaks Filipino",Yes
3vouclvykqE,2017-05-25T17:04:19Z,UCzuqE7-t13O4NIDYJfakrhw,Jeremy Scahill on Trump's Embrace of Duterte's Deadly War on Drugs in the Philippines,"https://democracynow.org  - In the Philippines, President Rodrigo Duterte has suggested he might impose martial law across the country, after declaring it this week in his native island of Mindanao. This comes as a transcript of the call of Trump praising Duterte for his controversial drug war was leaked and published by The Intercept. According to the leaked transcript, Trump said, ""I just wanted to congratulate you because I am hearing of the unbelievable job on the drug problem. Many countries have the problem, we have a problem, but what a great job you are doing, and I just wanted to call and tell you that."" Duterte’s bloody war on drugs has led to the deaths of nearly 9,000 people, most of whom are poor. Human rights groups have blasted Duterte for the way he’s waged his anti-drug campaign, defined by extrajudicial killings of thousands of suspected drug dealers and users. For more on Trump and Duterte, we speak to Jeremy Scahill, co-founder of The Intercept and host of the new weekly podcast, ""Intercepted."" Scahill recently co-wrote a three-part series on the leaked call for The Intercept.
Democracy Now! is an independent global news hour that airs weekdays on nearly 1,400 TV and radio stations Monday through Friday. Watch our livestream 8-9AM ET: https://democracynow.org

Please consider supporting independent media by making a donation to Democracy Now! today: https://democracynow.org/donate

FOLLOW DEMOCRACY NOW! ONLINE:
Facebook: http://facebook.com/democracynow 
Twitter: https://twitter.com/democracynow
YouTube: http://youtube.com/democracynow 
SoundCloud: http://soundcloud.com/democracynow 
Daily Email: https://democracynow.org/subscribe 
Google+: https://plus.google.com/+DemocracyNow
Instagram: http://instagram.com/democracynow
Tumblr: http://democracynow.tumblr.com
Pinterest: http://pinterest.com/democracynow
iTunes: https://itunes.apple.com/podcast/democracy-now!-audio/id73802554 
TuneIn: http://tunein.com/radio/Democracy-Now-p90/
Stitcher Radio: http://www.stitcher.com/podcast/democracy-now",Democracy Now!,"['Democracy Now', 'Amy Goodman', 'DN', 'News', 'Politics', 'democracynow.org', 'Video', 'Independent Media', 'Daily News', 'Breaking News', 'World News', 'Interview', 'Duterte', 'martial law', 'war on drugs', 'Donald Trump', 'Human Rights Watch', 'Jeremy Scahill', 'The Intercept', 'White House', 'Sean Spicer', 'North Korea', 'leak', 'submarine', 'Intercepted', 'Philippines', 'Kim Jong-un', 'dictator', 'transcript', 'call', 'human rights', 'CIA', 'FBI', 'weapons', 'China', 'Xi Jinping']",en,25583,417,0,139,US,React to Philippines,Yes
W6OXvnrq5fA,2022-06-20T13:30:58Z,UCKq4M7f4vMmJh3tn0lJ_chA,Filipino Martial Arts Expert Breaks Down Moon Knight Kali Stick Fight | Scenic Fights,"Filipino Martial Arts Expert, Logan Lo breaks down how realistic is the Escrima fighting style done by Mr. Knight in Moon Knight Season 1 Episode 6 (2022) with MMA fighter, Chad Vázquez.

Train with Logan Lo, Chad Vázquez and Pak at Paxibellum 
http://www.paxibellum.com/
info@paxibellum.com

Here is the breakdown section for each Kali / Escrima / Arnis technique used by Mr. Knight.

00:00 Intro 
00:26 Oscar Isaac’s Moon Knight Fight Scene Reaction
01:05 Mr. Knight Punyo Attack - Breakdown 1 of 5
02:08 Mr. Knight Double Stick Fluid Attack - Breakdown 2 of 5
03:30 Mr. Knight Escrima Roof Block - Breakdown 3 of 5
04:27 Mr. Knight Escrima Roof Block Follow Up Attack - Breakdown 4 of 5
04:54 Mr. Knight Escrima Sinawali - Breakdown 5 of 5
06:04 Fight Scene Grade and Final Analysis

About Fight Scene Breakdown:

Scenic Fights’ Fight Scene Breakdown is the best martial arts fight scene breakdown that not only gives you expert analysis on the action scene, but also visually demonstrates the martial arts fight choreography.

Currently, season 1 features Pekiti Tirsia Kali Expert Logan Lo, black belt Brazilian jiu-jitsu MMA Fighter, Chad Vázquez and Judo black belt, Pak.

Watch our other martial arts fighting video games breakdown episodes which includes Sifu, Virtua Fighter, Street Fighter and more!

Let us know in the comments below, which video game, movie or anime fight scene you’d like to see us breakdown next!

About Scenic Fights:

Scenic Fights is the new place to celebrate the lifestyle and culture of martial arts practitioners, entertainers and action movie fans. 

We are just a bunch of martial arts action fans trying to grow a community we love. Help us by liking, sharing, hitting that notification bell and subscribing with us.

#scenicfights #fightscenebreakdown #MoonKnight #Disney #DisneyPlus #martialarts #kali #escrima #filipinomartialarts #expertreact

About Moon Knight (2022) (Source Disney+):

When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marc's enemies converge upon them, they must
navigate their complex identities while thrust into a dangerous mystery among the powerful gods of Egypt.

About the Character: (source Wikipedia):

Actor Oscar Isaac plays the following characters: Marc Spector / Moon Knight, Steven Grant / Mr. Knight, and Jake Lockley:

Marc Spector is a Jewish-American mercenary who becomes, Moon Knight, the avatar for the Egyptian moon god Khonshu. Isaac used his own American accent for Spector. Executive producer Kevin Feige described Spector as a ""brutal"" action hero.

Steven Grant is a mild-mannered British gift-shop employee who becomes Mr. Knight, Grant's persona when he is Khonshu's avatar. Isaac put on a London English accent for Grant that he suggested was intentionally ""bizarre"" and unconvincing. Grant has tension with Spector when the two personalities first become aware of each other Mr. Knight uses Grant's knowledge of ancient Egypt to help get out of conflicts with wits and puzzle solving, which is a contrast to Spector's Moon Knight persona.  

Jake Lockley is a third, more ruthless alter. Lockley speaks in Spanish, with Isaac enjoying being able to bring that element of his own life to the role instead of just ""trying to pay service to some idea that was in the comics"". Isaac noted Lockley has something ""ominous about him"" and more control than Spector or Grant.

Watch Moon Knight here on Disney+
https://www.disneyplus.com/series/moon-knight/4S3oOF1knocS

---

Sound designed and mixed by:
Robert Acocella
www.setandpost.com",Scenic Fights,"['Scenic Fights', 'ScenicFights', 'Moon Knight', 'Disney Moon Knight', 'Marvel Moon Knight', 'Moon Knight fight reaction', 'Moon Knight fighting style', 'Moon Knight kali sticks', 'Moon Knight escrima fight scene', 'Oscar Isaac Moon Knight', 'FSBD', 'Fight Scene Breakdown', 'Moon Knight finale', 'Moon Knight season 1 episode 6', 'Moon Knight episode 6', 'Moon Knight episode 6 fight scene breakdown', 'moon knight last fight scene', 'moon knight final fight scene', 'moon knight fight scene', 'moon knight finale fight']",en,171396,8325,0,420,US,"Foreigner React Filipino,Foreigner reacts to Filipinos,React to Filipinos,React to Philippines,React to Pinoy",Yes
xHrqHulxK7c,2019-09-07T16:00:19Z,UCKq4M7f4vMmJh3tn0lJ_chA,Knife Expert Breaks Down John Wick's Knife Skills | Scenic Fights,"New York City Pekiti Tirsia Kali Instructor Logan Lo breaks down the correct techniques used in the subway fight scene from John Wick 2 starring actors Keanu Reeves and Common in the first Episode of Scenic Fights - Fight Scene Breakdown series.

Interested in Filipino martial arts like kali arnis, escrima/eskrima and more!
Train with Logan Lo here: https://nyfma.wordpress.com/

If you haven't yet, check out other fight scene breakdown episodes including scenes from action movies like Steven Seagal's Under Siege and Donnie Yen's Killzone.

-----
We are just a bunch of martial art fans creating content for the community.
Help us grow by liking, sharing and subscribing with us!

#scenicfights #fightscenebreakdown #johnwick

Let us know in the comments below, which fight scene you would like to see us break down next! Should we do a John Wick reaction video?

John Wick 3 is out now on BluRay - https://amzn.to/2kwKjoj
---
Sound Mixing by @rlamultimedia",Scenic Fights,"['Scenic Fights', 'ScenicFights', 'Fight Scene Breakdown', 'John Wick Knife Fighting', 'John Wick', 'John Wick 3 Fight Scene', 'John Wick 2 Fight Scene', 'John Wick Knife Scene', 'John Wick Knife Fight', 'John Wick Knife Training', 'Learn Knife Fighting', 'John Wick Best Fight Scene', 'pekiti tirsia', 'how to fight', 'Filipino martial arts', 'eskrima', 'escrima', 'fma', 'arnis', 'action', 'action movies', 'John Wick Martial Arts', 'How realistic is John Wick', 'street fight', 'john wick reaction', 'kali', 'fsbd', 'John Wick breakdown']",en,2656925,76872,0,2026,US,"React to Filipinos,React to Pinoy,React to Pinoy",Yes
Nk9xdyryua8,2022-07-09T10:00:12Z,UCfKpZv8Ra6KRjGXLvKEMKFQ,日本のフィリピン侵攻1941年 Japanese Invasion of the Philippines - reaction video,"アメリカからみた 神風特攻隊kamikazetokko 第二次世界大戦 Kamikaze Pilots from the American Perspective - reaction video
https://youtu.be/-9H3dWKT-sA

神風特攻隊 命の使い方 日本人として知っておきたいこと Kamikaze Pilots How to Use Your Life What You Need to Know as a Japanese
https://youtu.be/Q9MOR4T8RBk

同期の桜 Dōki no Sakura Kamikaze song - reaction video
https://youtu.be/vggW6ndzVG8

ザ・コクピット音速雷撃隊 或る夏の一日 悲しいときはいつも The Cockpit Sonic Boom Squadron One Summer Day Kanashii Toki wa Itsumo
https://youtu.be/LUalmoe48AE

歩兵の本領 Hohei no Honryō True Yamato Spirit Imperial Japanese Army March - reaction video
https://youtu.be/LSAj6cvrjiI

桜花特別攻撃隊 また平和な春が来る (春よ来い) Special Attack Corps Haru Yo Koi (Spring is coming) - reaction video
https://youtu.be/GuZA09K6ynQ

世界が尊敬する神風特攻隊 Kamikaze Corps Respected by the World - reaction video
https://youtu.be/nMwW0jALeTw

B’z 永遠の翼 神風特攻隊 Eien no Tsubasa Eternal Wings Kamikaze Special Attack Corps - reaction video
https://youtu.be/9xTkSvBwq6s

小野田寛郎はさらに30年間第二次世界大戦を戦った Hiroo Onoda Fought WWII For 30 Additional Years - reaction video
https://youtu.be/Y1wmSXXzYxU

インドネシア独立戦争で戦った日本兵 The Japanese Soldiers Fought in the Indonesian War of Independence -reaction video
https://youtu.be/xNNCD14WFyQ

KAMIKAZE Attack Pilot Last Love Letter 特攻隊 穴沢利夫が恋人に宛てた遺書/ラブレター / reaction video
https://youtu.be/SIeqRTGgJ18

泣ける【静ちゃんへの手紙】神風特攻隊員の兄と幼き妹 Letter to Shizuka ~ Kamikaze's Older Brother and Younger Sister ~ reaction
https://youtu.be/R2Ag-Bx4QH0

(日本語版) 日本の大東亜戦争 Japan's Greater East Asia War (Japanese ver.) - reaction video
https://youtu.be/F4bHCI0sc2k

カミカゼパイロットへのインタビュー（レア映像）Interview with Kamikaze Pilots (Rare Footage) - reaction video
https://youtu.be/NiY2ufnb1ww

Kamikaze, where is the truth? 真実はどこに・・・ - reaction video
https://youtu.be/J3bU07b0CAE

First Reaction to すあら キミガタメ 特攻隊 Suara Kimi ga Tame - Special Attack Squadron (著作権により音量が小さい)
https://youtu.be/P0jZjKHIA1o

フィリピン人の日本・特攻隊に対する想い。第二次世界大戦 Filipinos Talking about Japan and Kamikaze Fighters - reaction video
https://youtu.be/uTxtPpVr2_Q

特攻隊員たちの想い The final letters from ""KAMIKAZE "" - reaction video
https://youtu.be/fI1jVnhm3FY

焼き場に立つ少年 写真家 ジョー・オダネル氏の妻が写真公開に至った経緯を語る。 A Boy Standing in the Grill - reaction video
https://youtu.be/7HlvJnFdpqA

クローズ・ユーア・アイズヤマト 長渕剛 CLOSE YOUR EYES Tsuyoshi Nagabuchi - reaction video
https://youtu.be/FaD1yhT2HqQ

MISIA 桜ひとひら 永遠の0 神風特別攻撃隊 Sakura Hitohira The Eternal Zero Kamikaze Special Attack Corps - reaction
https://youtu.be/hHWP1gHA6vA

聯合艦隊司令長官 山本五十六 Union Fleet Commander-in-Chief Yamamoto Isoroku Movie - reaction video https://youtu.be/PHyB4O9z0Dg

大日本帝国海軍 戦艦大和【大和型戦艦一番艦『大和』】YAMATO Imperial Japanese Navy Battleship Yamato - reaction video https://youtu.be/RsHU7wzW5y0

日本の戦艦武蔵はどうなりましたか？大和の姉妹船 Japanese Battleship Musashi - Sistership of Yamato - reaction video
https://youtu.be/-bQflzjG-us

火垂るの墓 火垂るの墓の最後の20分 Hotaru no Haka Grave of the Fireflies - movie reaction
https://youtu.be/Js9nl17w0EI

この世界の片隅に の最後の20分 In This Corner of the World この世界の片隅に Kono Sekai no Katasumi ni - movie reaction
https://youtu.be/GVR0y6tt_jM

This is a reaction video to 日本のフィリピン侵攻1941年
Japanese Invasion of the Philippines 1941

Original video https://youtu.be/ssSDELFWdYc

Thank you for watching! See you on my next video.

Buy me a coffee https://paypal.me/everydaywithkris1?country.x=PH&locale.x=en_US

Be a member https://www.youtube.com/channel/UCfKpZv8Ra6KRjGXLvKEMKFQ/join

Copyright Disclaimer Under Section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. 

*FAIR USE* No intention of copyright infringement. 

“COPYRIGHTS: FAIR USE, Title 17, US code (Sections 107-118 of the copyright law): All media in this video is used for purpose of review and commentary under terms of fair use. All footage, music and images used belong to their respective companies.”",Everyday with Kris,[],en,8457,203,0,33,TH,"Japanese React Filipino,Japanese React Filipino",Yes
swOdShaXNps,2021-02-25T23:00:13Z,UCFHhnyA9HGtBxGhtMQ_FEpQ,Why Japanese Invaders had NIGHTMARES about the only Female Guerrilla Commander in the Philippines,"It's time we shed some light on Nieves Fernandez, a Filipino schoolteacher who went rogue and led other Filipino guerrillas against the cruel Japanese troops occupying the Philippines.

Buy us a KoFi to help support the channel & team! 🎭 
•https://ko-fi.com/thefront

Check out some of the music we use in our videos!🎶
•https://bit.ly/RelaxJackYT

Support The Front by becoming a patron!🎭 
•https://www.patreon.com/thefront 

Join other history buffs on our Discord!📚 
•https://discord.gg/qt68efP 

Check out The Front History Instagram!📷
•https://www.instagram.com/thefronthistory/

Check out The Front History Facebook page!📰 
•https://www.facebook.com/thefronthistory/

🎬Video Credits:
Narrator - Cam
Editors - Steven DiLeo
Writer - Nick
Researcher - Daniel
Intro music - 
Created By: https://www.youtube.com/user/16BitRecordsOfficial
Found Here: https://www.youtube.com/watch?v=aDXNqYP0V4c

#TheFront #History

For business inquiries and to learn about our team check out our website🌐:
•https://frontiermediaco.com

Chapters

0:00 Introduction
1:16 Japanese Occupation of the Philippines
3:48 Nieves Fernandez - School Teacher
4:40 Nieves Fernandez - Guerilla Commander
7:03 Conclusion",The Front,"['Filipino', 'Philippine', 'guerrilla', 'freedom fighter', 'Operation Musketeer', 'Nieves Fernandez', 'Japan', 'Japanese', 'torture', 'forced labour', 'famine', 'rape', 'Moro Muslims', 'Akira Makino', 'comfort women', 'comfort stations', 'Bahay na Pula', 'The Red House', 'bolo', 'bolo knife', 'paltiks', 'Japanese occupation', 'world war 2', 'bataan death march', 'battle of manila', 'japanese army']",en-US,310789,11513,0,1082,CY,Japanese React Filipino,Yes
rA5HR1G8rfI,2020-12-31T23:00:25Z,UCFHhnyA9HGtBxGhtMQ_FEpQ,How these Brave Filipinos Somehow Beat 40 to 1 Odds in the Battle of Yultong [Korean War],"It's said that 900 brave Filipinos defeated 40,000 Chinese troops in the Battle of Yultong/Yuldong in the Korean War, but is this really true? Either way, it was a bloody battle against all odds.

Buy us a KoFi to help support the channel & team! 🎭 
•https://ko-fi.com/thefront

Check out some of the music we use in our videos!🎶
•https://bit.ly/RelaxJackYT

Join other history buffs on our Discord!📚 
•https://discord.gg/qt68efP 

🎬Video Credits:
Narrator - Cam
Editors - Steve
Writer - Nick
Researcher - Daniel
Intro music - 
Created By: https://www.youtube.com/user/16BitRecordsOfficial
Found Here: https://www.youtube.com/watch?v=aDXNqYP0V4c

#TheFront #History

For business inquiries and to learn about our team check out our website🌐:
•https://frontiermediaco.com

Chapters

0:00 Introduction
1:02 Filipinos in the Korean War
3:04 The Battle of Yultong
8:52 Conclusion",The Front,"['Korea', 'Korean War', 'Battle of Yultong', 'Battle of Yuldong', 'Filipino', 'Philippines', 'Philippine Expeditionary Force', 'PEFTOK', '10th BCT', 'China', 'Chinese PVN', 'Conrado Yap', 'Maximo Young', 'United Nations', 'UN', 'UNC', 'South Korea', 'North Korea', 'Fighting Filipinos']",en-US,1116616,38793,0,9851,CY,"Korean React Filipino,React to PH,Top Filipino,Trying Filipino,Trying PH",Yes
Ct9V0Tca4go,2022-03-24T23:00:07Z,UCFHhnyA9HGtBxGhtMQ_FEpQ,The Dark Truth Behind Filipino & American Relations - Why They Weren't as Friendly as they Looked,"In this video, we shed some light on Filipino–American relations in the early years of the 20th century, focusing on American and Filipino atrocities committed in the Philippine–American War.

Buy us a KoFi to help support the channel & team! 🎭 
•https://ko-fi.com/thefront

Check out some of the music we use in our videos!🎶
•https://bit.ly/RelaxJackYT

Join other history buffs on our Discord!📚 
•https://discord.gg/qt68efP 

🎬Video Credits:
Narrator - Cam
Editors - Giorgi, Shantanu koli
Writer - Nick Petrou, Brad Dare
Researcher - Daniel
Intro music - https://www.youtube.com/user/16BitRecordsOfficial

#TheFront #History

For business inquiries and to learn about our team check out our website🌐:
•https://frontiermediaco.com

Chapters

0:00 Philippine–American relations
1:27 The Philippine–American War
4:37 Atrocities
9:04 Conclusion",The Front,"['Philippine–American War', 'United States', 'Philippines', 'Filipino', 'Spanish Empire', 'Tagalog War', 'Philippine Revolution', 'Spanish–American War', 'Emilio Aguinaldo', 'genocide', 'assimilation', 'Douglas MacArthur', 'Arthur MacArthur', 'guerrilla', 'suburbs of hell', 'water cure', 'water torture', 'torture', 'predjudiced', 'massacre', 'Samar', 'Moro Rebellion', 'Philippine independence']",en-US,370676,13093,0,2840,CY,Love Filipino,Yes
d_pI6qPlizQ,2023-12-16T15:00:09Z,UCTRKbVsBIAowTvU4B4yxJTA,Zombies in Asia - Episodes 5  PART 2/ Philippines ( Countryballs ),"The continuation of the zombie expansion across the islands of the Philippines. The army is preparing new lines of defense, and the hidden property of the virus is also being revealed.

Those who are particularly attentive can find an Easter egg @DaFuqBoom 

Episode 1: https://youtu.be/O88sGchPGjQ?si=eA1jPH-CKN89Nt_2
Episode 2: https://youtu.be/WaW32ac3Zs4?si=OZWRx0EyxNWjVRB4
Episode 3: https://youtu.be/D56W1zRlTpk?si=A0abo_19J1oIfvfk
Episode 4: https://youtu.be/VvZB2QK8JrY?si=oPhrRorAEfQk66o2
Episode 5:  https://youtu.be/oul9IITqAoA?si=CLptfP4lrmUYiylE

Join Discord: https://discord.gg/andjobes-army-1042894464210976918
Join Telegram: https://t.me/AndjobeZombies
Join Instagram: https://instagram.com/andjobe_arts?igshid=YmMyMTA2M2Y=

Here you can thank the author and get nothing in return :) Joke. Thanks a lot bro!
ETH 0x015bE26f87258a6f9D6ea64ac52d6Fe64E0C36b1",Andjobe,"['andjobe', 'countryball', 'zombie', 'animation', 'zombies', 'countryballs', 'country ball', 'infected', 'apocalypse', 'monster', 'mutant zombie', 'zombieball', 'wwz', 'world war z', 'andjobe zombie', 'andjobe zombie apocalypse', 'zombie countryballs', 'countryballs zombie apocalypse', 'mapping', 'countries vs zombies', 'zombie movie', 'zombie apocalypse', 'zombie video', 'zombie movies', 'philippines zombie', 'zombie in philippines part 2']",en,477141,26546,0,3919,US,"Japanese React Filipino,Japanese React Filipino,Korean React Filipino,React to Filipinos,React to PH,React to Philippines,React to Pinoy",Yes
