Video Id,Publish Date,Channel Id,Video Title,Video Description,Channel Title,Video Tags,Default Audio Language,Video Views,Video Likes,Favorite Count,Comment Count,Channel Country,Query,Caption Saved
ue9toKAhTtA,2023-12-14T15:00:50Z,UCAvW3R_81M2Dx6jXE_9DgDQ,ISLAND HOPPING EL NIDO PHILIPPINES 🇵🇭 - TOUR A PACKAGE,"If you're looking for what to do in El NIDO, you found the right video. Join me on the best day of my life as I Island Hop to several beautiful Islands on the Island Tour A. I booked this excursion through the hostel I stayed at called Friendz. The company in charge is called Happy Life, real great set of people who really took my visit and experience to the next level.If you have any questions regarding the tour let me know in the comments below, enjoy!

▬ Contents of this video  ▬▬▬▬▬
00:00- Intro
00:47 - Getting to the boat
02:20 - 7 Commandos Beach
09:00 - Big Lagoon
13:28 - Lunch time
15:36 - Shimizu
17:50 - Entalula Island

▶ Join my Patreon | https://www.patreon.com/Paintyourlifestyle
▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
CONTACT ME
📧 CONTACT - business@paintyourlifestyle.com
▁▁▁

LET'S CONNECT 👋🏻 
★ Facebook https://www.facebook.com/Paintyourlifestyl
★ Instagram https://www.instagram.com/paintyourlifestyl/
★ Twitter https://twitter.com/Pntyurlifestyl
★ Tiktok https://www.tiktok.com/@paintyourlifestyl?
▁▁▁
#philippines #islandhopping #elnido",Paint Your Lifestyle,"['Paint your lifestyle Philippines', 'el nido tour a package', 'el nido vlog', 'philippines travel', 'big lagoon el nido', 'secret lagoon', 'philippines travel guide', 'The most beautiful place in the world El Nido', 'El Nido Palawan Philippines', 'El NID TRAVEL GUIDE', 'Island Hopping El NiDO', 'Paint Your lifestyle El NIDO', 'el nido philippines', 'philippines beaches', 'best islands in the philippines', 'philippines islands', 'most beautiful place in the world! el nido 🇵🇭 philippines']",en,590,49,0,9,US,"Visit Philippines,Visit Philippines",Yes
DliuTxsLJ1g,2021-08-23T09:00:12Z,UCO_Kpr_pD5RyOgWwhJOyQSg,ROMANIAN HUSBAND TEACH HIS FILIPINA WIFE  HOW TO COOK SARMALE || ONE OF TRADITIONAL FOOD IN ROMANIA,"Welcome to our channel!!
Don't forget to SUBSCRIBE like share!!
#sarmale #BUHAYROMANIA #cookingsarmali #myhusbandteachmehowtoCookSarmale
NO TO COPYRIGHT MUSIC",Me Diary ,"['How to cook SARMALE', 'Sarmale one of TRADITIONAL food in Romania', 'My Romanian husband teach me how to cook SARMALE', 'Buhay Romania', 'Life with Romanian husband']",en,368,21,0,23,RO,"Foreigner tries Filipino food,Foreigner tries Filipino food",Yes
cMfqUT8RW80,2020-01-15T15:28:23Z,UCLldECzrVl0YEzq4nVzlvVA,THINGS TO DO IN SIQUIJOR - CHRISTMAS IN THE PHILIPPINES,"In this Filipino vlog were going to show you how to celebrate Christmas in the Philippines, also show you things to do in Siquijor! this really is a foreigner reaction to Christmas in the Philippines 2019, we hang out with local Filipinos at a natural spring as they celebrate their Filipino Christmas their way,, they drink rum, eat good food and don't mind us hanging around and chilling with them, we also give you a good look at the Siquijor island map as we make our way around the island, we visit, Cambugahay Falls which has 134 steps to the bottom!  Did Alice make it to the bottom? We all know she hates climbing stairs haha, and at the end of the day we head over to Pailton Beach for sunset,  Unfortunately we didn't make it to any Siquijor island resorts today, we will save that for the next Philippines vlog , where we go cliff jumping at Salagdoong Beach resort,.... but for now enjoy this vlog .... we hope you enjoy our Siquijor travel guide...

THINGS TO DO IN SIQUIJOR - CHRISTMAS IN THE PHILIPPINES


Don't forget to LIKE and SUBSCRIBE 
https://www.youtube.com/channel/UCLldECzrVl0YEzq4nVzlvVA

We hope you enjoyed this video :-)

Leave us a comment and let us know what you thought  

Join the adventure daily on our Instagram 
https://www.instagram.com/travelling.on.a.shoestring

LANGUAGES FOR THE SUBTITLES : 25 TO CHOOSE FROM FOR THIS VIDEO AND ALL OUR OTHER VIDEOS 

Albanian
Arabic
Chinese
Danish
Dutch
English
Filipino 
French
German
Hindi
Indonesian
Italian
Japanese
Norwegian
Polish
Portuguese
Punjabi
Russian
Swedish
Spanish
Thai
Turkish
Vietnamese",Travelling on a Shoestring,"['THINGS TO DO IN SIQUIJOR - CHRISTMAS IN THE PHILIPPINES', 'things to do in siquijor', 'christmas in the philippines', 'philippines vlog 2020', 'how to travel', 'siquijor travel guide', 'cambugahay falls', 'philippines travel guide', 'pailton beach', 'christmas in the philippines 2019', 'how to celebrate christmas in the philippines', 'filipino christmas', 'local filipinos', 'foreigner reaction', 'travelling on a shoestring', 'siquijor island resorts', 'siquijor island map', 'salagdoong beach', 'christmas day', 'iq']",en-GB,1471,63,0,16,GB,Foreigner tries Filipino food,Yes
OSBd03yJyhQ,2020-10-19T12:00:09Z,UCgFKLJkz381t545douXDL_A,Day In The Life of a Japanese Highschooler (Japanese-Filipino),"In this video, I show you a day in the life of a Japanese Highschooler! I’m a Japanese-Filipino living in Japan. Come follow me throughout my day!

#KenzoMartini #Yamasushi
STREAM OFF MY MIND ON SPOTIFY: https://open.spotify.com/track/1vagSg5GkDJXSykDy6kdEu

email: flaminhotcheeeeetos@gmail.com

✧ Find me everywhere else ✧
INSTAGRAM: https://www.instagram.com/kenzomartiniii/?hl=en
FACEBOOK PAGE: https://www.facebook.com/kenzomartinivlogs/
 SOUNDCLOUD: https://soundcloud.com/kenzo-martini-mendoza
SPOTIFY: https://open.spotify.com/artist/1fc1p9LVZ3HHdCcq87JYvQ?si=tgF75oPdQGW0PYfiRnjVRQ",Kenzo Martini,"['FILIPINO IN JAPAN', 'FILIPINO STUDENTS IN JAPAN', 'HIGH SCHOOL IN JAPAN', 'after school in japan', 'ramen', 'highschool', 'japan', 'japanese', 'filipino', 'philippines', 'Day In The Life of a Japanese Highschooler', 'Japanese highschool']",fil,359269,20599,0,1357,NZ,"Foreigner living in the Philippines,Foreigner speaks Filipino,Foreigner vlog Philippines",Yes
vzcfL9C9TEg,2023-04-01T14:52:32Z,UCanKoEK_ypqAsjo9r3H6VhA,Anniversary Special Mukbang + Cooking Sotanghon Guisado + UKOY  | Foreigner eating Filipino Food,"#countryside #germany #filipinorecipe #philippines
#love #lovestory #longdistancerelationship 
#Shrimp, Tofu and Vegetable Fritters #Chicken, Fried Egg, Tofu and Vegetable stir fried with Glass Noodles

Today, we are celebrating our 6th Year Anniversary as a Couple and we would like to share a glimpse of our life. A video from our mukbang episode conducted last year 2022, eating different Filipino dishes, plus question and answer interview. Also cooking two of the many favourite Filipino dishes of my Husband. :)


➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Song : Rachel Leycroft - Story (Acoustic ver.) https://soundcloud.com/rachel-leycroft
Music promoted by Vlog Copyright Free Music 
Link : https://youtu.be/7EawJByrE8w
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Song : Keys of Moon - Blooming Melody
Music promoted by Vlog Copyright Free Music 
Link : https://youtu.be/2shALyU0OkM
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Song : Kevin Silvester - You and I (feat. Julie Zorrilla & KATU)
Music promoted by Vlog Copyright Free Music 
Link : https://youtu.be/cF_wh1fzmTw
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Title: The End
Type of music: Chillstep
Mood: Sad / Emotional
Download: https://soundcloud.com/day7official/t...
Share this music video: https://youtu.be/GF52rUyMTiQ
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖",Miopogon,[],en-US,607,33,0,24,DE,"Foreigner living in the Philippines,Foreigner reacts to Filipinos,Foreigner tries Filipino food",Yes
SPWdJ9CQWns,2017-01-08T10:23:15Z,UCuNaiEm7eKFj6E_S_IcfeOg,Pinay In America (Vlog 001) Wearing Papa's Brief!?,"Twitter & Instagram:
@SamFujin
@Mark_Agustin

Snapchat:
@SamFujin
@Mark_Agustin

www.facebook.com/lheii.samia

Please subscribe for more vlogs in the America and don't forget to like my videos.

Thank you!",Sam Fujin,"['Pinay', 'US', 'USA', 'Kapampangan', 'Tagalog', 'San Francisco', 'California', 'SamFujin', 'Fiance Visa', 'PNB', 'Philippine National Bank', 'Baby', 'Chubby', 'Cute', 'Laughing', 'Krispy Kreme', 'Maple Ice', 'Original Glaze', 'Poke Bowl', 'Korean Food', 'Target', 'Christmas', 'Christmas Gifts', 'Brief', 'Yakult', 'Baby Drinking', 'DVD', 'Blu ray', 'CD', 'Sale', 'Gift Wrap', 'Toyrus', 'Kitchen Set', 'Toys', 'Happy Birthday', 'Chocolate Cake', 'Beijing', 'Eat all you can', 'Kitchen Aid', 'Cesar Pizza', 'Filipina', 'Pinay in america', 'Pinay in America vlog #1']",tl,317,6,0,5,US,"Foreigner speaks Filipino,Foreigner tries Filipino food",Yes
4RRAgEb5r7Q,2021-12-24T20:39:02Z,UCu56J-caWbTVL_b_3E-Q3cQ,PH Rider Dave - Christmas Special 2021,"Pinoy Rider Dave- Germany Frankfurt Christmas Special! Christmas Market / Weinachsmarkt

*If you live in Germany, you can link below to purchase your cycling needs (there is no additional cost)
SD card for Gopro 512GB u3 - https://amzn.to/34c1rGi
Go Pro 9 - https://amzn.to/3HCCaDC
Insta360 One X2 - https://amzn.to/32I83w0

Bicycle Saddle bag big - https://amzn.to/3HAbpzJ
Bicycle Saddle bag small - https://amzn.to/32MDhSo
Bicycle Lock - https://amzn.to/3pS04Fk
Bicycle Bottle carbon cages - https://amzn.to/3qLe1UN
Bicycle Interior Tubes - https://amzn.to/3pQMUIC
Bicycle Front and Back lights - https://amzn.to/3FREA0K
Bicycle pedals Shimano spd eh5000 - https://amzn.to/3JJs5qw


Cycling Clothes Gore - https://amzn.to/3HzgNDh
Cycling Bib shorts Gore - https://amzn.to/3EWpINt
Cycling Gloves - https://amzn.to/32Q2NpR
Cycling snacks - https://amzn.to/3qR5zTQ
Cycling Kinglead/shinmax helmet - https://amzn.to/32JbeUb
Cycling lazer z1 helmet - https://amzn.to/3GcVtmQ
Cycling kask protone helmet - https://amzn.to/31q0CbY
Cycling Arm warmers - https://amzn.to/3pUWaeU
Cycling Shoes Adidas Velosamba SPD - https://amzn.to/3HyvYg3
Cycling Water Bottle - https://amzn.to/3FY97Kv
Cycling Wahoo Roam Computer - https://amzn.to/3eU379w


*Looking for cheap bicycle less than 400EUR
Aluminum - https://amzn.to/3JIW9m7
Steel - https://amzn.to/3G1sHpa",PH Rider Dave,"['chirstmas', 'dave', 'pinoy', 'rider', 'votec', 'Weinachsmarkt', 'Christmas Market']",en,43,5,0,1,DE,Visit PH,Yes
ebQ6Ev1-4rc,2021-12-09T05:57:29Z,UC0NLJ-e3fuuxbhssGYNoIlg,Part 2 - From Philippines To America To Japan | Mary Grace Shares Her Story | Elena For Reels,"My friend, Mary Grace breaks down her transition stage as she gets herself accustomed to her new life in America and at the same time think about the welfare of the family she has left behind in the Philippines.  Join me in Part 2 of my conversation with her and learn how she manages to be a cool wife and Mom even when her own beliefs and the culture she had known for half of her life sometimes contradicts against the culture and environment where she's trying to raise her two teenage girls.",Elena For Reels,['#Filipina #Asian #AsiansInAmerica'],en,37,8,0,0,US,Trying Philippines,Yes
MT5RB0pm6Yo,2021-11-07T05:13:08Z,UC9x4-ABRx6eyoTAaPLBSlHA,AIR TRAVEL TO ORLANDO FLORIDA During Pandemic 2021 | Family Vacation Filipino Bisaya live in America,"AIR TRAVEL TO ORLANDO FLORIDA During Pandemic 2021 | Family Vacation Filipino Bisaya live in America. Hello Everyone, This video is our first family vacation going to Orlando Florida U.S.A. We are going to take our 9 years old son for Disney World. We are flying with Frontier Airlines. This is our first Air travel again since Covid-19 start. We are excited but very anxious at the same time while were getting our tickets and clearing from TSA because you will never know what to bring for some sort of restrictions again.

How To Grocery Challenge at International Market store | Vlog Filipino-Visaya Family live in America.
https://youtu.be/FQ7aOBUlY1g

How | Part 2 Grocery Challenge at International Market Store | Vlog Filipino-Family live in America
https://youtu.be/2Xc_mD9MYpw

How to travel Washington D.C | Many Hrs. Drive + Check In Hotel During Pandemic Filipino-Bisaya Vlog
https://youtu.be/Ls6OdkAmd88

AIR TRAVEL TO ORLANDO FLORIDA During Pandemic 2021 | Family Vacation Filipino Bisaya live in America

https://youtu.be/MT5RB0pm6Yo
---------------------------------------------------
Let's Connect @ Social Media
Facebook: https://www.facebook.com/avelinaencabo.channel
Twitter: https://www.twitter.com/abby_candol
Instagram: https://www.instagram.com/avebooth37
Pinterest: https://www.pinterest./avebooth37

Music Background:
Free YouTube Music:  https://www.youtube.com/audiolibrary_download?

Photos and Videos Editor used:

Link Canva: www.canva.com/join/fwg-gnj-ytn
When a friend join CANVA and creates  design, you'll both get to choose one of our premium photos, icons or illustration ( plus, you'll be able to collaborate on designs together).

PicMonkey
Thumbnail and Video Trailer: https://picmonkey.love/ref/74ZyWv To get $20 dollars friends referrals join Picmonkey
Video Editor and Music Background: https://www.movavi.com

Music Background: library: https://www.youtube.com/audiolibrary_download?",Avelina Encabo.CHANNEL,"['AIR TRAVEL TO ORLANDO FLORIDA During Pandemic 2021 | Family Vacation Filipino Bisaya live in America', 'Flight travel', 'Orlando Florida', 'Orlando Florida USA', 'Family vacation', 'During pandemic', 'Air Travel']",en,89,9,0,5,US,Visit Filipino,Yes
AI7Us_5-IaQ,2020-01-14T10:21:15Z,UCvezSDMyptnJPLzAVzoTg2w,EL NIDO - TOUR A - THE ULTIMATE ISLAND TOUR 🇵🇭 PHILIPPINES PART 2,"El Nido, Philippines📍

Part 2 of our Filipino adventure involved heavy rain! but when the sun did come out we were rewarded with unrivalled views of El Nido. It is by far the most stunning landscape we’ve ever visited.

Subscribe to our channel to see more vlogs! 
https://www.youtube.com/channel/UCvezSDMyptnJPLzAVzoTg2w?view_as=subscriber

El Nido

WHAT WE GOT UP TO: 

El Nido is a little coastal town in the North of Palawan. Travelers flock here to see some of the most stunning views in the world and we weren’t disappointed. 

We opted to see as much of the beautiful beaches and stunning lagoons around El Nido by taking a tour. There are four tours on offer: we would be participating in Tour A, the most popular tour, with Hello El Nido. 

Tour A itinerary:
👉 Seven Commandos Beach
👉 Big Lagoon (canoe not included in tour price)
👉 Lunch on the beach (lunch provided)
👉 Secret snorkelling spot (snorkel mask provided)
👉 Hidden lagoon/secret beach

Note - the order of this tour may vary depending on the number of tours being carried out that day. 

The views around El Nido are stunning and it’s a great spot for snorkelling, diving, paddle boarding and canoeing. Within the town there are some great restaurants that face onto the beach with some gorgeous views of the huge rocks within the sea.

The big lagoon holds the bluest waters we have ever viewed. It is truly awesome and doesn’t quite look real - a definite must if you’re in the Philippines!

MUSIC IN THE VLOG: 
Say Good Night by Joakim Karud https://soundcloud.com/joakimkarud 
Creative Commons — Attribution-ShareAlike 3.0 Unported— CC BY-SA 3.0 
Free Download / Stream: http://bit.ly/2RzhBOn 
Music promoted by Audio Library https://youtu.be/SZkVShypKgM

ABOUT US: We’re a couple based in Leeds, UK. Like everyone, we love a good holiday but we're making our love of travel the main part of the next year by backpacking and traveling to new places. At the end of 2018 we decided to undertake a big travel adventure whilst we’re young and with no commitments. At the moment we've planned to be away for one year but it could be longer! We moved out of our flat and in with parents to save money and have left our jobs ready to start our once in a lifetime tour ✈️. We hope to vlog about our experiences and share with you our journey whilst backpacking. We’ve got some idea of the areas we want to visit but this may expand whilst we’re away 🗺️ 

You can keep updated on the places we visit by subscribing to our Youtube channel: 
https://www.youtube.com/channel/UCvezSDMyptnJPLzAVzoTg2w?view_as=subscriber",Emily and Dane Travel,"['El Nido', 'Palawan', 'philippines', 'island hopping', 'island travel', 'backpacking', 'views', 'beach', 'lagoon', 'paddleboard', 'paddleboarding', 'snorkel', 'snorkelling', 'scuba', 'scuba diving', 'natural', 'naturalwonder', 'river', 'caves', 'exploring', 'Travel', 'travel vlog', 'couple vlog', 'travel videos', 'dane and emily', 'couple travel', 'world travel', 'travel youtuber', 'travel couple', 'travel blogger', 'vlogger', 'travel vloggers', 'paradise', 'travel inspo', 'travel guide.', 'pilipinas', 'palawan', 'palawan el nido', 'el nido palawan', 'el nido philippines']",en-GB,78,5,0,1,GB,Visit Philippines,Yes
